participant_id,persona,method,method_order,acceptance,satisfaction_score
R0399,Price-sensitive,EnergyBridge,3,0,3.4
R0400,Price-sensitive,MPC,1,1,4
R0400,Price-sensitive,HEMA,2,1,3.5
R0400,Price-sensitive,EnergyBridge,3,1,3.8
R0401,Cooperative regular,MPC,1,0,0
R0401,Cooperative regular,HEMA,2,0,2
R0401,Cooperative regular,EnergyBridge,3,1,2
R0402,EV commuter,MPC,1,0,0
R0402,EV commuter,HEMA,2,1,3
R0402,EV commuter,EnergyBridge,3,0,0
R0403,Caregiver,MPC,1,0,0
R0403,Caregiver,HEMA,2,1,1
R0403,Caregiver,EnergyBridge,3,1,3
R0404,EV commuter,MPC,1,0,3
R0404,EV commuter,HEMA,2,1,2
R0404,EV commuter,EnergyBridge,3,0,5
R0405,Irregular routine,MPC,1,0,3
R0405,Irregular routine,HEMA,2,0,1
R0405,Irregular routine,EnergyBridge,3,1,4
R0406,EV commuter,MPC,1,0,1
R0406,EV commuter,HEMA,2,0,1
R0406,EV commuter,EnergyBridge,3,1,0
R0407,Comfort-sensitive,MPC,1,0,4
R0407,Comfort-sensitive,HEMA,2,0,2
R0407,Comfort-sensitive,EnergyBridge,3,1,5
R0408,EV commuter,MPC,1,1,2
R0408,EV commuter,HEMA,2,1,0
R0408,EV commuter,EnergyBridge,3,1,5
R0409,EV commuter,MPC,1,0,2
R0409,EV commuter,HEMA,2,1,4
R0409,EV commuter,EnergyBridge,3,1,2
R0410,EV commuter,MPC,1,0,5
R0410,EV commuter,HEMA,2,1,5
R0410,EV commuter,EnergyBridge,3,0,2
R0411,Irregular routine,MPC,1,0,1
R0411,Irregular routine,HEMA,2,0,3
R0411,Irregular routine,EnergyBridge,3,0,0
R0412,Price-sensitive,MPC,1,0,1
R0412,Price-sensitive,HEMA,2,1,2
R0412,Price-sensitive,EnergyBridge,3,1,3
R0413,Irregular routine,MPC,1,0,1
R0413,Irregular routine,HEMA,2,0,2
R0413,Irregular routine,EnergyBridge,3,1,0
R0414,Caregiver,MPC,1,0,1
R0414,Caregiver,HEMA,2,1,2
R0414,Caregiver,EnergyBridge,3,1,3
R0415,Cooperative regular,MPC,1,0,5
R0415,Cooperative regular,HEMA,2,0,0
R0415,Cooperative regular,EnergyBridge,3,1,4
R0416,Cooperative regular,MPC,1,0,5
R0416,Cooperative regular,HEMA,2,1,1
R0416,Cooperative regular,EnergyBridge,3,1,5
R0417,Price-sensitive,MPC,1,1,0
R0417,Price-sensitive,HEMA,2,1,4
R0417,Price-sensitive,EnergyBridge,3,1,3
R0418,Caregiver,MPC,1,1,3
R0418,Caregiver,HEMA,2,0,2
R0418,Caregiver,EnergyBridge,3,1,2
R0419,Irregular routine,MPC,1,1,5
R0419,Irregular routine,HEMA,2,0,3
R0419,Irregular routine,EnergyBridge,3,1,2
R0420,Price-sensitive,MPC,1,1,5
R0420,Price-sensitive,HEMA,2,1,3
R0420,Price-sensitive,EnergyBridge,3,1,3
R0421,EV commuter,MPC,1,0,5
R0421,EV commuter,HEMA,2,0,2
R0421,EV commuter,EnergyBridge,3,1,1
R0422,Price-sensitive,MPC,1,0,4
R0422,Price-sensitive,HEMA,2,1,5
R0422,Price-sensitive,EnergyBridge,3,1,0
R0423,Irregular routine,MPC,1,0,5
R0423,Irregular routine,HEMA,2,1,5
R0423,Irregular routine,EnergyBridge,3,0,1
R0424,Comfort-sensitive,MPC,1,0,2
R0424,Comfort-sensitive,HEMA,2,1,0
R0424,Comfort-sensitive,EnergyBridge,3,0,5
R0425,EV commuter,MPC,1,1,0
R0425,EV commuter,HEMA,2,0,5
R0425,EV commuter,EnergyBridge,3,1,2
R0426,Price-sensitive,MPC,1,1,1
R0426,Price-sensitive,HEMA,2,1,3
R0426,Price-sensitive,EnergyBridge,3,1,2
R0427,Irregular routine,MPC,1,1,2
R0427,Irregular routine,HEMA,2,0,5
R0427,Irregular routine,EnergyBridge,3,1,0
R0428,Comfort-sensitive,MPC,1,0,2
R0428,Comfort-sensitive,HEMA,2,0,4
R0428,Comfort-sensitive,EnergyBridge,3,1,2
R0429,Price-sensitive,MPC,1,0,2
R0429,Price-sensitive,HEMA,2,1,0
R0429,Price-sensitive,EnergyBridge,3,1,0
R0430,Comfort-sensitive,MPC,1,1,0
R0430,Comfort-sensitive,HEMA,2,1,4
R0430,Comfort-sensitive,EnergyBridge,3,1,4
R0431,Comfort-sensitive,MPC,1,0,5
R0431,Comfort-sensitive,HEMA,2,1,1
R0431,Comfort-sensitive,EnergyBridge,3,1,3
R0432,EV commuter,MPC,1,0,4
R0432,EV commuter,HEMA,2,0,3
R0432,EV commuter,EnergyBridge,3,1,3
R0433,Irregular routine,MPC,1,1,3.1
R0433,Irregular routine,HEMA,2,1,3.7
R0433,Irregular routine,EnergyBridge,3,1,3.3
R0434,Comfort-sensitive,MPC,1,0,3.4
R0434,Comfort-sensitive,HEMA,2,1,4.7
R0434,Comfort-sensitive,EnergyBridge,3,0,3.8
R0435,Price-sensitive,MPC,1,1,3
R0435,Price-sensitive,HEMA,2,1,1
R0435,Price-sensitive,EnergyBridge,3,1,3
R0436,Comfort-sensitive,MPC,1,0,2
R0436,Comfort-sensitive,HEMA,2,1,5
R0436,Comfort-sensitive,EnergyBridge,3,0,3
R0437,Comfort-sensitive,MPC,1,0,0
R0437,Comfort-sensitive,HEMA,2,0,0
R0437,Comfort-sensitive,EnergyBridge,3,1,1
R0438,Irregular routine,MPC,1,0,3
R0438,Irregular routine,HEMA,2,0,3
R0438,Irregular routine,EnergyBridge,3,0,4
R0439,EV commuter,MPC,1,0,1
R0439,EV commuter,HEMA,2,0,5
R0439,EV commuter,EnergyBridge,3,1,1
R0440,Cooperative regular,MPC,1,0,0
R0440,Cooperative regular,HEMA,2,0,2
R0440,Cooperative regular,EnergyBridge,3,1,2
R0441,Cooperative regular,MPC,1,0,5
R0441,Cooperative regular,HEMA,2,0,0
R0441,Cooperative regular,EnergyBridge,3,1,0
R0442,EV commuter,MPC,1,1,5
R0442,EV commuter,HEMA,2,0,0
R0442,EV commuter,EnergyBridge,3,0,1
R0443,Comfort-sensitive,MPC,1,1,2
R0443,Comfort-sensitive,HEMA,2,0,2
R0443,Comfort-sensitive,EnergyBridge,3,1,1
R0444,Caregiver,MPC,1,0,5
R0444,Caregiver,HEMA,2,0,0
R0444,Caregiver,EnergyBridge,3,1,4
R0445,Irregular routine,MPC,1,0,2
R0445,Irregular routine,HEMA,2,0,1
R0445,Irregular routine,EnergyBridge,3,1,3
R0446,Comfort-sensitive,MPC,1,1,3.2
R0446,Comfort-sensitive,HEMA,2,0,3.9
R0446,Comfort-sensitive,EnergyBridge,3,1,3.2
R0447,Irregular routine,MPC,1,0,2
R0447,Irregular routine,HEMA,2,1,0
R0447,Irregular routine,EnergyBridge,3,0,0
R0448,Irregular routine,MPC,1,0,0
R0448,Irregular routine,HEMA,2,1,2
R0448,Irregular routine,EnergyBridge,3,1,1
R0449,Cooperative regular,MPC,1,0,2
R0449,Cooperative regular,HEMA,2,0,5
R0449,Cooperative regular,EnergyBridge,3,1,5
R0450,Cooperative regular,MPC,1,1,5
R0450,Cooperative regular,HEMA,2,1,1.7
R0450,Cooperative regular,EnergyBridge,3,0,4
R0451,Comfort-sensitive,MPC,1,0,0
R0451,Comfort-sensitive,HEMA,2,0,1
R0451,Comfort-sensitive,EnergyBridge,3,1,0
R0452,Price-sensitive,MPC,1,0,3
R0452,Price-sensitive,HEMA,2,0,4
R0452,Price-sensitive,EnergyBridge,3,0,4
R0453,Cooperative regular,MPC,1,0,1
R0453,Cooperative regular,HEMA,2,1,2
R0453,Cooperative regular,EnergyBridge,3,0,4
R0454,Cooperative regular,MPC,1,0,2
R0454,Cooperative regular,HEMA,2,1,3
R0454,Cooperative regular,EnergyBridge,3,1,5
R0455,Price-sensitive,MPC,1,0,5
R0455,Price-sensitive,HEMA,2,0,5
R0455,Price-sensitive,EnergyBridge,3,1,0
R0456,Price-sensitive,MPC,1,0,5
R0456,Price-sensitive,HEMA,2,1,4
R0456,Price-sensitive,EnergyBridge,3,1,4
R0457,EV commuter,MPC,1,0,3
R0457,EV commuter,HEMA,2,0,1
R0457,EV commuter,EnergyBridge,3,1,5
R0458,Irregular routine,MPC,1,0,2
R0458,Irregular routine,HEMA,2,0,2
R0458,Irregular routine,EnergyBridge,3,1,4
R0459,Cooperative regular,MPC,1,0,5
R0459,Cooperative regular,HEMA,2,1,2
R0459,Cooperative regular,EnergyBridge,3,1,1
R0460,Caregiver,MPC,1,1,3
R0460,Caregiver,HEMA,2,0,3
R0460,Caregiver,EnergyBridge,3,1,0
R0461,Price-sensitive,MPC,1,1,4.1
R0461,Price-sensitive,HEMA,2,1,3.3
R0461,Price-sensitive,EnergyBridge,3,1,5
R0462,Irregular routine,MPC,1,0,4
R0462,Irregular routine,HEMA,2,1,2
R0462,Irregular routine,EnergyBridge,3,1,2
R0463,Comfort-sensitive,MPC,1,0,2
R0463,Comfort-sensitive,HEMA,2,0,0
R0463,Comfort-sensitive,EnergyBridge,3,1,3
R0464,Comfort-sensitive,MPC,1,0,3
R0464,Comfort-sensitive,HEMA,2,1,3
R0464,Comfort-sensitive,EnergyBridge,3,1,5
R0465,Comfort-sensitive,MPC,1,0,3
R0465,Comfort-sensitive,HEMA,2,1,0
R0465,Comfort-sensitive,EnergyBridge,3,1,1
R0466,EV commuter,MPC,1,1,4
R0466,EV commuter,HEMA,2,0,3
R0466,EV commuter,EnergyBridge,3,1,2
R0467,Irregular routine,MPC,1,0,3
R0467,Irregular routine,HEMA,2,0,3
R0467,Irregular routine,EnergyBridge,3,1,1
R0468,Price-sensitive,MPC,1,1,5
R0468,Price-sensitive,HEMA,2,1,4
R0468,Price-sensitive,EnergyBridge,3,1,4
R0469,Caregiver,MPC,1,0,3
R0469,Caregiver,HEMA,2,0,0
R0469,Caregiver,EnergyBridge,3,1,4
R0470,Irregular routine,MPC,1,0,2
R0470,Irregular routine,HEMA,2,0,3
R0470,Irregular routine,EnergyBridge,3,1,1
R0471,EV commuter,MPC,1,1,5
R0471,EV commuter,HEMA,2,0,4
R0471,EV commuter,EnergyBridge,3,1,0
R0472,Caregiver,MPC,1,0,5
R0472,Caregiver,HEMA,2,0,1
R0472,Caregiver,EnergyBridge,3,1,3
R0473,Comfort-sensitive,MPC,1,1,0
R0473,Comfort-sensitive,HEMA,2,0,3
R0473,Comfort-sensitive,EnergyBridge,3,0,2
R0474,EV commuter,MPC,1,1,3.6
R0474,EV commuter,HEMA,2,1,3.7
R0474,EV commuter,EnergyBridge,3,1,4
R0475,Comfort-sensitive,MPC,1,0,1
R0475,Comfort-sensitive,HEMA,2,0,4
R0475,Comfort-sensitive,EnergyBridge,3,1,3
R0476,Price-sensitive,MPC,1,0,3
R0476,Price-sensitive,HEMA,2,0,4
R0476,Price-sensitive,EnergyBridge,3,0,3
R0477,Cooperative regular,MPC,1,1,0
R0477,Cooperative regular,HEMA,2,0,3
R0477,Cooperative regular,EnergyBridge,3,1,4
R0478,Comfort-sensitive,MPC,1,0,2
R0478,Comfort-sensitive,HEMA,2,0,3
R0478,Comfort-sensitive,EnergyBridge,3,1,5
R0479,Irregular routine,MPC,1,0,1
R0479,Irregular routine,HEMA,2,1,4
R0479,Irregular routine,EnergyBridge,3,0,0
R0480,Price-sensitive,MPC,1,0,3
R0480,Price-sensitive,HEMA,2,0,3
R0480,Price-sensitive,EnergyBridge,3,0,1
R0481,Irregular routine,MPC,1,0,5
R0481,Irregular routine,HEMA,2,0,1
R0481,Irregular routine,EnergyBridge,3,0,5
R0482,EV commuter,MPC,1,0,4
R0482,EV commuter,HEMA,2,0,4
R0482,EV commuter,EnergyBridge,3,1,1
R0483,Cooperative regular,MPC,1,0,5
R0483,Cooperative regular,HEMA,2,1,4.2
R0483,Cooperative regular,EnergyBridge,3,1,4
R0484,Caregiver,MPC,1,1,4
R0484,Caregiver,HEMA,2,0,3
R0484,Caregiver,EnergyBridge,3,1,5
R0485,Price-sensitive,MPC,1,1,1
R0485,Price-sensitive,HEMA,2,0,2
R0485,Price-sensitive,EnergyBridge,3,1,0
R0486,EV commuter,MPC,1,0,0
R0486,EV commuter,HEMA,2,0,5
R0486,EV commuter,EnergyBridge,3,1,3
R0487,Cooperative regular,MPC,1,0,4
R0487,Cooperative regular,HEMA,2,0,3
R0487,Cooperative regular,EnergyBridge,3,1,2
R0488,Price-sensitive,MPC,1,0,3
R0488,Price-sensitive,HEMA,2,0,3
R0488,Price-sensitive,EnergyBridge,3,1,4
R0489,Caregiver,MPC,1,0,1
R0489,Caregiver,HEMA,2,0,2
R0489,Caregiver,EnergyBridge,3,1,4
R0490,Comfort-sensitive,MPC,1,0,4
R0490,Comfort-sensitive,HEMA,2,1,5
R0490,Comfort-sensitive,EnergyBridge,3,1,5
R0491,Price-sensitive,MPC,1,0,5
R0491,Price-sensitive,HEMA,2,1,4.5
R0491,Price-sensitive,EnergyBridge,3,1,5
R0492,Cooperative regular,MPC,1,0,1
R0492,Cooperative regular,HEMA,2,0,3
R0492,Cooperative regular,EnergyBridge,3,1,5
R0493,Comfort-sensitive,MPC,1,0,1
R0493,Comfort-sensitive,HEMA,2,1,0
R0493,Comfort-sensitive,EnergyBridge,3,0,0
R0494,Price-sensitive,MPC,1,1,2
R0494,Price-sensitive,HEMA,2,1,1.9
R0494,Price-sensitive,EnergyBridge,3,1,2
R0495,Cooperative regular,MPC,1,0,3
R0495,Cooperative regular,HEMA,2,1,0
R0495,Cooperative regular,EnergyBridge,3,1,5
R0496,Cooperative regular,MPC,1,0,4
R0496,Cooperative regular,HEMA,2,0,5
R0496,Cooperative regular,EnergyBridge,3,0,2
R0497,Comfort-sensitive,MPC,1,0,1
R0497,Comfort-sensitive,HEMA,2,1,0
R0497,Comfort-sensitive,EnergyBridge,3,0,4
R0498,Price-sensitive,MPC,1,0,1
R0498,Price-sensitive,HEMA,2,1,2
R0498,Price-sensitive,EnergyBridge,3,1,4
R0499,Price-sensitive,MPC,1,0,3
R0499,Price-sensitive,HEMA,2,0,2
R0499,Price-sensitive,EnergyBridge,3,0,5
R0500,Price-sensitive,MPC,1,0,0
R0500,Price-sensitive,HEMA,2,1,5
R0500,Price-sensitive,EnergyBridge,3,1,2
R0501,Comfort-sensitive,MPC,1,0,5
R0501,Comfort-sensitive,HEMA,2,0,3
R0501,Comfort-sensitive,EnergyBridge,3,1,5
R0502,Price-sensitive,MPC,1,0,4
R0502,Price-sensitive,HEMA,2,0,0
R0502,Price-sensitive,EnergyBridge,3,1,3
R0503,Caregiver,MPC,1,0,3
R0503,Caregiver,HEMA,2,0,5
R0503,Caregiver,EnergyBridge,3,1,4
R0504,Caregiver,MPC,1,0,0
R0504,Caregiver,HEMA,2,0,3
R0504,Caregiver,EnergyBridge,3,1,3
R0505,Irregular routine,MPC,1,0,3
R0505,Irregular routine,HEMA,2,0,5
R0505,Irregular routine,EnergyBridge,3,0,0
R0506,EV commuter,MPC,1,0,4.1
R0506,EV commuter,HEMA,2,1,4.3
R0506,EV commuter,EnergyBridge,3,1,4.1
R0507,Caregiver,MPC,1,0,4
R0507,Caregiver,HEMA,2,1,2
R0507,Caregiver,EnergyBridge,3,1,1
R0508,Cooperative regular,MPC,1,0,5
R0508,Cooperative regular,HEMA,2,0,2
R0508,Cooperative regular,EnergyBridge,3,0,2
R0509,Comfort-sensitive,MPC,1,1,3.6
R0509,Comfort-sensitive,HEMA,2,1,2.5
R0509,Comfort-sensitive,EnergyBridge,3,1,1.6
R0510,Cooperative regular,MPC,1,0,3
R0510,Cooperative regular,HEMA,2,1,1
R0510,Cooperative regular,EnergyBridge,3,0,5
R0511,Caregiver,MPC,1,0,4
R0511,Caregiver,HEMA,2,1,3
R0511,Caregiver,EnergyBridge,3,1,2
R0512,Comfort-sensitive,MPC,1,0,3
R0512,Comfort-sensitive,HEMA,2,0,1
R0512,Comfort-sensitive,EnergyBridge,3,1,0
R0513,Comfort-sensitive,MPC,1,0,1
R0513,Comfort-sensitive,HEMA,2,0,0
R0513,Comfort-sensitive,EnergyBridge,3,1,4
R0514,Cooperative regular,MPC,1,1,0
R0514,Cooperative regular,HEMA,2,0,5
R0514,Cooperative regular,EnergyBridge,3,1,3
R0515,Cooperative regular,MPC,1,0,1
R0515,Cooperative regular,HEMA,2,1,4
R0515,Cooperative regular,EnergyBridge,3,1,3
R0516,Caregiver,MPC,1,0,3
R0516,Caregiver,HEMA,2,1,0
R0516,Caregiver,EnergyBridge,3,1,0
R0517,Cooperative regular,MPC,1,0,4
R0517,Cooperative regular,HEMA,2,0,1
R0517,Cooperative regular,EnergyBridge,3,1,1
R0518,Comfort-sensitive,MPC,1,1,3.7
R0518,Comfort-sensitive,HEMA,2,1,4.6
R0518,Comfort-sensitive,EnergyBridge,3,1,4.6
R0519,Price-sensitive,MPC,1,0,0
R0519,Price-sensitive,HEMA,2,1,5
R0519,Price-sensitive,EnergyBridge,3,1,2
R0520,Caregiver,MPC,1,0,1
R0520,Caregiver,HEMA,2,0,4
R0520,Caregiver,EnergyBridge,3,0,5
R0521,EV commuter,MPC,1,1,1
R0521,EV commuter,HEMA,2,1,0
R0521,EV commuter,EnergyBridge,3,1,5
R0522,EV commuter,MPC,1,0,0
R0522,EV commuter,HEMA,2,1,5
R0522,EV commuter,EnergyBridge,3,0,1
R0523,Price-sensitive,MPC,1,0,0
R0523,Price-sensitive,HEMA,2,1,5
R0523,Price-sensitive,EnergyBridge,3,1,0
R0524,Caregiver,MPC,1,0,4
R0524,Caregiver,HEMA,2,1,2
R0524,Caregiver,EnergyBridge,3,1,2
R0525,Comfort-sensitive,MPC,1,0,0
R0525,Comfort-sensitive,HEMA,2,1,3
R0525,Comfort-sensitive,EnergyBridge,3,0,0
R0526,EV commuter,MPC,1,1,2
R0526,EV commuter,HEMA,2,0,4
R0526,EV commuter,EnergyBridge,3,1,2
R0527,Irregular routine,MPC,1,1,2
R0527,Irregular routine,HEMA,2,1,3
R0527,Irregular routine,EnergyBridge,3,0,4
R0528,Price-sensitive,MPC,1,0,4
R0528,Price-sensitive,HEMA,2,0,1
R0528,Price-sensitive,EnergyBridge,3,1,2
R0529,Comfort-sensitive,MPC,1,0,4
R0529,Comfort-sensitive,HEMA,2,1,3
R0529,Comfort-sensitive,EnergyBridge,3,1,4
R0530,Cooperative regular,MPC,1,0,4
R0530,Cooperative regular,HEMA,2,0,0
R0530,Cooperative regular,EnergyBridge,3,1,3
R0531,Price-sensitive,MPC,1,1,3
R0531,Price-sensitive,HEMA,2,1,3
R0531,Price-sensitive,EnergyBridge,3,1,2
R0532,Caregiver,MPC,1,1,0
R0532,Caregiver,HEMA,2,0,3
R0532,Caregiver,EnergyBridge,3,1,2
R0533,EV commuter,MPC,1,0,1
R0533,EV commuter,HEMA,2,0,2
R0533,EV commuter,EnergyBridge,3,1,4
R0534,Price-sensitive,MPC,1,0,5
R0534,Price-sensitive,HEMA,2,1,1
R0534,Price-sensitive,EnergyBridge,3,0,3
R0535,EV commuter,MPC,1,0,4
R0535,EV commuter,HEMA,2,0,1
R0535,EV commuter,EnergyBridge,3,1,4
R0536,Comfort-sensitive,MPC,1,0,3
R0536,Comfort-sensitive,HEMA,2,0,2
R0536,Comfort-sensitive,EnergyBridge,3,0,3
R0537,Irregular routine,MPC,1,0,2
R0537,Irregular routine,HEMA,2,0,2
R0537,Irregular routine,EnergyBridge,3,0,1
R0538,Caregiver,MPC,1,1,3
R0538,Caregiver,HEMA,2,0,5
R0538,Caregiver,EnergyBridge,3,1,1
R0539,EV commuter,MPC,1,0,5
R0539,EV commuter,HEMA,2,1,5
R0539,EV commuter,EnergyBridge,3,1,5
R0540,Caregiver,MPC,1,1,5
R0540,Caregiver,HEMA,2,0,0
R0540,Caregiver,EnergyBridge,3,1,5
R0541,EV commuter,MPC,1,0,1
R0541,EV commuter,HEMA,2,0,0
R0541,EV commuter,EnergyBridge,3,1,2
R0542,Price-sensitive,MPC,1,0,3
R0542,Price-sensitive,HEMA,2,1,1
R0542,Price-sensitive,EnergyBridge,3,1,4
R0543,Caregiver,MPC,1,0,5
R0543,Caregiver,HEMA,2,0,1
R0543,Caregiver,EnergyBridge,3,1,0
R0544,Cooperative regular,MPC,1,1,3.1
R0544,Cooperative regular,HEMA,2,0,1.9
R0544,Cooperative regular,EnergyBridge,3,0,3.1
R0545,Comfort-sensitive,MPC,1,0,4
R0545,Comfort-sensitive,HEMA,2,1,3
R0545,Comfort-sensitive,EnergyBridge,3,0,1
R0546,Irregular routine,MPC,1,1,2
R0546,Irregular routine,HEMA,2,0,0
R0546,Irregular routine,EnergyBridge,3,0,0
R0547,EV commuter,MPC,1,0,2
R0547,EV commuter,HEMA,2,0,5
R0547,EV commuter,EnergyBridge,3,1,1
R0548,EV commuter,MPC,1,0,2
R0548,EV commuter,HEMA,2,0,4
R0548,EV commuter,EnergyBridge,3,1,0
R0549,Cooperative regular,MPC,1,0,3
R0549,Cooperative regular,HEMA,2,0,5
R0549,Cooperative regular,EnergyBridge,3,1,3
R0550,Price-sensitive,MPC,1,0,4
R0550,Price-sensitive,HEMA,2,1,3
R0550,Price-sensitive,EnergyBridge,3,1,4
R0551,Irregular routine,MPC,1,0,3
R0551,Irregular routine,HEMA,2,1,2
R0551,Irregular routine,EnergyBridge,3,1,2
R0552,Irregular routine,MPC,1,0,0
R0552,Irregular routine,HEMA,2,1,4
R0552,Irregular routine,EnergyBridge,3,1,2
R0553,Irregular routine,MPC,1,0,3
R0553,Irregular routine,HEMA,2,0,4
R0553,Irregular routine,EnergyBridge,3,1,3
R0554,Comfort-sensitive,MPC,1,0,0
R0554,Comfort-sensitive,HEMA,2,0,5
R0554,Comfort-sensitive,EnergyBridge,3,1,3
R0555,EV commuter,MPC,1,1,5
R0555,EV commuter,HEMA,2,1,5
R0555,EV commuter,EnergyBridge,3,1,4.9
R0556,Comfort-sensitive,MPC,1,0,1
R0556,Comfort-sensitive,HEMA,2,0,5
R0556,Comfort-sensitive,EnergyBridge,3,0,5
R0557,Caregiver,MPC,1,0,5
R0557,Caregiver,HEMA,2,0,5
R0557,Caregiver,EnergyBridge,3,1,2
R0558,Price-sensitive,MPC,1,1,5
R0558,Price-sensitive,HEMA,2,0,2
R0558,Price-sensitive,EnergyBridge,3,1,3
R0559,Comfort-sensitive,MPC,1,0,5
R0559,Comfort-sensitive,HEMA,2,1,3
R0559,Comfort-sensitive,EnergyBridge,3,0,0
R0560,Comfort-sensitive,MPC,1,0,4
R0560,Comfort-sensitive,HEMA,2,1,0
R0560,Comfort-sensitive,EnergyBridge,3,0,1
R0561,Price-sensitive,MPC,1,0,2
R0561,Price-sensitive,HEMA,2,0,3
R0561,Price-sensitive,EnergyBridge,3,1,5
R0562,EV commuter,MPC,1,0,4
R0562,EV commuter,HEMA,2,0,4
R0562,EV commuter,EnergyBridge,3,1,3
R0563,Price-sensitive,MPC,1,0,3.9
R0563,Price-sensitive,HEMA,2,1,5
R0563,Price-sensitive,EnergyBridge,3,1,5
R0564,EV commuter,MPC,1,0,4
R0564,EV commuter,HEMA,2,1,2
R0564,EV commuter,EnergyBridge,3,1,1
R0565,Comfort-sensitive,MPC,1,0,2
R0565,Comfort-sensitive,HEMA,2,0,5
R0565,Comfort-sensitive,EnergyBridge,3,1,1
R0566,Caregiver,MPC,1,0,3
R0566,Caregiver,HEMA,2,1,5
R0566,Caregiver,EnergyBridge,3,1,3
R0567,Cooperative regular,MPC,1,0,1
R0567,Cooperative regular,HEMA,2,0,3
R0567,Cooperative regular,EnergyBridge,3,1,4
R0568,Price-sensitive,MPC,1,0,3
R0568,Price-sensitive,HEMA,2,0,5
R0568,Price-sensitive,EnergyBridge,3,1,1
R0569,Comfort-sensitive,MPC,1,0,5
R0569,Comfort-sensitive,HEMA,2,1,5
R0569,Comfort-sensitive,EnergyBridge,3,0,4.1
R0570,Irregular routine,MPC,1,1,4.3
R0570,Irregular routine,HEMA,2,1,3.9
R0570,Irregular routine,EnergyBridge,3,1,4
R0571,Cooperative regular,MPC,1,0,0
R0571,Cooperative regular,HEMA,2,1,5
R0571,Cooperative regular,EnergyBridge,3,0,1
R0572,Caregiver,MPC,1,0,0
R0572,Caregiver,HEMA,2,0,0
R0572,Caregiver,EnergyBridge,3,1,5
R0573,Comfort-sensitive,MPC,1,0,0
R0573,Comfort-sensitive,HEMA,2,0,4
R0573,Comfort-sensitive,EnergyBridge,3,0,5
R0574,Caregiver,MPC,1,1,0
R0574,Caregiver,HEMA,2,0,5
R0574,Caregiver,EnergyBridge,3,1,5
R0575,Irregular routine,MPC,1,0,0
R0575,Irregular routine,HEMA,2,1,1
R0575,Irregular routine,EnergyBridge,3,1,1
R0576,Price-sensitive,MPC,1,0,2
R0576,Price-sensitive,HEMA,2,0,4
R0576,Price-sensitive,EnergyBridge,3,1,5
R0577,Caregiver,MPC,1,1,5
R0577,Caregiver,HEMA,2,0,0
R0577,Caregiver,EnergyBridge,3,1,3
R0578,Cooperative regular,MPC,1,0,4
R0578,Cooperative regular,HEMA,2,0,2
R0578,Cooperative regular,EnergyBridge,3,1,2
R0579,Irregular routine,MPC,1,0,0
R0579,Irregular routine,HEMA,2,1,1
R0579,Irregular routine,EnergyBridge,3,0,2
R0580,Comfort-sensitive,MPC,1,1,3
R0580,Comfort-sensitive,HEMA,2,0,0
R0580,Comfort-sensitive,EnergyBridge,3,0,5
R0581,Caregiver,MPC,1,0,4
R0581,Caregiver,HEMA,2,0,1
R0581,Caregiver,EnergyBridge,3,1,0
R0582,Price-sensitive,MPC,1,0,3
R0582,Price-sensitive,HEMA,2,0,2
R0582,Price-sensitive,EnergyBridge,3,0,4
R0583,Price-sensitive,MPC,1,0,5
R0583,Price-sensitive,HEMA,2,0,5
R0583,Price-sensitive,EnergyBridge,3,0,5
R0584,EV commuter,MPC,1,0,2
R0584,EV commuter,HEMA,2,0,1
R0584,EV commuter,EnergyBridge,3,1,3
